observations,r1,r2
2786,-0.060383521011789745,-0.36795489321404273
2787,0.14084981730932616,0.11822731578163641
2788,0.29586405785513703,-1.4632799223185606
2789,-0.027221914484599513,0.22173351432426214
279,1.7993717880173123,1.032318362586432
2790,-0.45400806004406435,0.8173251486039005
2791,-0.6100707386399442,0.5848747226370322
2792,-1.9646211301917278,-1.0053226053915902
2793,0.2961026073292696,-0.06721747802668189
2794,0.8308020703278604,1.2118630537063768
2795,-1.3533977616399042,-0.09444498030844524
2796,-0.8234595481453054,0.5064273094310624
2797,-0.3513075943271018,-1.123799813037851
2798,0.7288586313406382,-1.507261514141474
2799,1.0044429512836137,0.28719436516929714
28,-0.41467657547182507,-0.8054599977234701
280,-0.16788882582789882,0.8655558224014543
2800,1.844419823070506,-0.12551073479184827
2801,1.3994604845755043,0.3859403754825666
2802,0.8954168039261218,0.7215887880938897
2803,0.12554321952576872,0.4023968128328737
2804,-0.9752951878160255,-0.6264945039103236
2805,1.1957223523496863,-0.7072541007423134
2806,0.24735044387933441,0.31272811072683326
2807,0.17575451297809377,-1.5954023433273354
2808,-0.12665503772521564,2.3351504877158664
2809,-0.04530608959455266,0.05420754353524891
281,0.8587995461553971,-0.4670592879235382
2810,1.089886024753556,0.6030252387364411
2811,1.1707770397730377,0.8555735527490655
2812,1.2912924276073678,1.1995106457678266
2813,0.5913453301742034,-0.335837176209107
2814,0.2562166296548628,0.36593105933947007
2815,-0.15659825990682522,-1.2773465446728118
2816,-0.1392317528284122,0.5608018035889486
2817,-1.1407250572222576,1.391285475766705
2818,-1.287716178555464,0.035142609781191395
2819,0.9877842761926835,0.058535607873312356
282,-0.6807455228206184,0.5724284526826109
2820,-1.2301531269159807,1.016399309611487
2821,-0.5224203689128307,-0.3595696835633981
2822,-0.31105095423630563,-0.3622789251296781
2823,-0.3829926375954078,-0.7923462221964782
2824,0.44621173169409534,0.5314767039522225
2825,-0.8472672682953941,2.0576585215349246
2826,-1.1456559794797951,0.9484821149127068
2827,-0.13400806679763325,0.4142152426265285
2828,-0.5579074390508835,0.2637456534831022
2829,0.2535932084385905,1.7262193790058242
283,-0.4223891482313269,0.1378533373707683
2830,0.79406779308066,1.3242303744358248
2831,0.20391030591470333,-1.1028268145917006
2832,-1.4409138734147233,0.4955421531290355
2833,1.4663131497643285,0.596477299937355
2834,-1.0773128051575398,-0.4383779372984962
2835,-0.6433538104511544,-0.725332096812985
2836,-0.9076614084135912,0.40673246042553457
2837,0.4645788903922326,0.01811739237520723
2838,1.850512721831522,-0.5754459884058271
2839,-1.0595932896850453,-0.6838900698383698
284,-0.12009865852542963,0.4289848252840235
2840,-1.8421314694671158,-1.606177792546378
2841,0.38649979945970836,1.7985210208842113
2842,0.7869611938677434,-0.029892889672228997
2843,0.4268360461952767,-0.5707261302136799
2844,0.3980455438506029,0.5382368100316194
2845,-1.0005668777566707,-1.3898141251471965
2846,-0.7813644862432564,-0.6711385776824983
2847,0.09595693122467963,-0.23830535329711502
2848,1.720719268943866,-0.29402979568625837
2849,0.6837516397875396,-0.1556577650657507
285,0.8151819169404705,-0.39836551686618826
2850,0.5917243536694727,-0.5996682958868519
2851,-0.6105073943355935,1.043153614983014
2852,-0.6106055636398143,-1.7757810517241406
2853,-1.0882273914229768,-1.2836444926891755
2854,1.4976908099029425,-0.619503438452003
2855,-0.5210143844033014,0.512523298252317
2856,-0.693935533113476,0.13968174021335994
2857,-1.4043645011299908,-0.23789142000516983
2858,0.205638616744352,1.6712933153873522
2859,0.44812132138123467,-0.9423763626950828
286,1.1006797213110446,-0.08406099947149337
2860,1.8989402453928508,0.405620111829146
2861,-0.2171051824614495,0.1185846889129448
2862,-1.1036938660111006,0.3691797757184301
2863,0.7373984650952938,0.20683581415315824
2864,-2.03357339838681,-0.6722744853450856
2865,-0.3707645929277792,-0.7452050697945151
2866,0.5208823880925973,-0.027120614700706723
2867,-1.0055159503370767,1.0066096916888967
2868,0.8537710479980886,0.33773146936420406
2869,2.638824278280029,1.731108758152356
287,0.7602393535638287,-2.5966038023126496
2870,-0.15790625148757684,-0.05333998871551012
2871,-0.5593797456971925,0.40873105170918245
2872,0.5209025021822292,-2.1969786998941294
2873,-0.47647768343246,0.3877949506155949
2874,0.6382005690273354,1.5369817695271168
2875,-1.3398369527902574,-1.9828647355652327
2876,0.014812835139847165,1.0294018213377916
2877,1.7131446639503662,-0.020013393352937787
2878,-2.1632009240468846,-0.514379440507377
2879,-1.2114429090105248,-0.9217993907900022
288,-2.1122981609959512,0.547722394786884
2880,-0.5595513969544801,-0.3477570729019981
2881,0.4520522622496166,0.6381239193478238
2882,0.8043358993380088,-0.3894777056749272
2883,1.472224184840343,1.4303027638550114
2884,-1.4674841610274156,0.814077254846474
2885,-0.15157730294734975,-0.43340768696381105
2886,-0.23961543702925492,-0.6481173437789715
2887,-0.04712766253467111,-0.05651679853134112
2888,0.05703049887535975,-1.7698355668074464
2889,-1.2969840744489658,-0.547356363390182
289,0.07736753386270079,0.709109610033131
2890,-0.36571255533689906,1.2667959272860796
2891,0.5646488955456854,-0.36316669702048104
2892,-0.9122486617962448,-0.2995982054170197
2893,0.004658639769233986,0.14677448742997315
2894,1.5182396638875704,0.4797025981783217
2895,0.9040514363479646,2.2294889173193457
2896,-2.022045143525893,-0.015267069174322401
2897,-0.18100565623479412,-0.9312381814086437
2898,2.707337926852052,-0.20279965546235867
2899,-0.04563623369032997,1.8475912747909797
29,-0.30582596252530003,0.36600853982888837
290,0.6657947163622487,-1.0131830741299668
2900,-0.4348621260907348,0.9972766150706567
2901,1.050974151115198,1.2666638954558547
2902,0.6079869040078606,-0.7147788482733965
2903,0.8152570879735567,1.316403262468681
2904,-0.31630605807195666,-0.673400783804728
2905,0.2094736127965731,-1.448216044509673
2906,0.438954040363635,0.4388817527077773
2907,0.7169438689082387,0.027810558562234286
2908,-0.18363655883303873,-0.8124667378766505
2909,0.13128275641704057,-1.2965761329921746
291,-1.4726908882096916,-1.199750086250422
2910,-1.7289262472603866,1.084502805496249
2911,0.47468095427081924,-0.40188789491820165
2912,0.48272206663432127,-0.8502395750058942
2913,0.5346781312914862,-0.7264809096808782
2914,-0.3729944528971017,1.7035567604645583
2915,-1.524658965162124,-0.30063925430996696
2916,0.12456414049332924,0.8718559571213369
2917,0.8216143398895445,0.1663799131564817
2918,-0.40305622564607063,-1.8800938380344128
2919,-1.0742016911032815,-0.10182369037585981
292,1.1596820655405926,0.835600374322604
2920,-0.9802487580031619,-3.0678360768239674
2921,0.10946922690689188,-1.0664252708006141
2922,1.698194470433263,-0.9821004613646298
2923,-0.1995362379070378,-1.0542818617270697
2924,1.1330876945522401,1.9421254593410817
2925,0.6038671021326325,1.5020503823360722
2926,-0.5505619565470433,2.50773591378254
2927,1.4585539597650115,-0.6210917139740129
2928,0.6340880742609261,-0.5814148432961692
2929,-1.2474541402559096,1.739544238692832
293,0.8145681479582852,2.434164851549873
2930,2.028784299829758,0.6261373441365067
2931,-0.28764221832612374,0.4472011724702078
2932,-1.7414280354490888,-1.1164915452327886
2933,-0.5184389744549259,-1.5917461760918978
2934,-0.9342090286915421,0.7332305388788709
2935,-0.42088027671075223,-0.6934659131876794
2936,-0.5551366582858714,-0.5463253986274141
2937,-0.0665128977832996,-0.7750704906133637
2938,-1.0688784499159703,0.012529862209344779
2939,-0.22827108681591923,-0.13938846203881353
294,-0.3716278322818763,0.18846939561925807
2940,0.6350158106465313,-1.281723370091535
2941,-1.0835360735813062,1.5085745125282906
2942,1.0234020312437837,-0.4771800931724952
2943,-1.1602600282314595,-1.440149781596374
2944,-0.045850297521492785,-1.1709338680918295
2945,1.6675669324454232,-0.9844613406978378
2946,-0.5397933642921809,0.5019316374440849
2947,-0.2646826031222766,0.08129305182603504
2948,-0.8285661475531363,1.1684984727606444
2949,-1.021692635009282,2.124007845122907
295,-0.6633305279765005,-0.38929234800374396
2950,1.4535758923501003,1.3421227084732952
2951,1.025730735902642,0.3586276992304468
2952,0.543296960733058,-0.46125591371837066
2953,-1.009154926286101,-0.5100170169279356
2954,-0.39107735313139996,-1.6648321731599645
2955,1.6283491002315313,0.49881233180027884
2956,0.09977712280829873,-0.30228066621389443
2957,0.6282955272247587,1.581700100784909
2958,0.32045160417905144,-0.7602366807159624
2959,-0.4084892749339421,0.32853668886116594
296,0.257642807375533,-1.0999676782420158
2960,-0.14380105329168008,-0.31937491700642323
2961,-1.3503378571406848,-0.21029604060121737
2962,-1.3694426486621485,-1.4131627130872317
2963,-0.5610902020403775,1.0799002077508917
2964,0.21158200571387256,0.8371414135891672
2965,-1.947310865238068,0.7595659059594211
2966,-0.7730688845670116,1.574911339468717
2967,-1.7595445457617678,1.5327341710698306
2968,-0.6677842843275377,-0.6987823464884297
2969,1.6459086514752497,1.1623087776071461
297,1.5852395447154326,1.75748500841035
2970,-0.06489656651975016,-1.0436091230453555
2971,-0.6187427999781795,0.45777708238074066
2972,-0.45338782631586505,-0.37140035382151826
2973,-1.3199299626163028,2.166501169382043
2974,0.4056396928503951,-0.19114593452089623
2975,1.142073508740294,0.5964568190438435
2976,-0.004621042430595732,-0.2204014772841837
2977,1.708878413279798,0.01892349884994235
2978,-1.739305463963443,0.26594418824503974
2979,-0.21165296376537132,0.06060089298005793
298,2.3835587874890902,-0.11380104481634501
2980,-0.9756118410013755,0.682298338166883
2981,-0.19675674739671123,-0.7183170218340039
2982,-0.2151865848040809,-1.669008942190105
2983,2.141100477104575,0.524216673668348
2984,-0.8199000637372214,0.004638673075568403
2985,-0.1289979027452224,-2.6789532105045706
2986,1.1406235520673562,-0.7357241978978497
2987,0.08228945614790402,-0.7853188361797302
2988,2.138798428170402,-0.09832140045132963
2989,0.5368174082573093,0.7531642370552394
299,0.3513441614758102,0.34654063748438996
2990,0.794416155959871,-0.8167172740214641
2991,-1.6749599378780176,1.7770803982357875
2992,2.262632274408324,-0.11549714548643104
2993,-0.680821324233189,1.4639109015445104
2994,0.005313895215982915,0.14977794375582923
2995,-0.31422839703678984,-0.7403370968034317
2996,-1.1462773113370368,-0.3596541995311637
2997,-1.1346626997407736,-0.9606333667739471
2998,-0.3386696664613669,-1.5751568927286475
2999,-1.7499395352948346,-0.3022391752333465
3,-1.3214433625387203,-0.2531386599098142
30,0.02217762881435729,0.24258189066820107
300,-0.9252574752966667,-0.6778748578894505
3000,-0.599055899410316,-0.6597131724815276
3001,1.2707965182263263,0.3363334628552994
3002,0.9768253957299692,1.864899644562199
3003,0.17658156087088733,0.06419128481061676
3004,-0.3703329121738478,-0.13907002729338955
3005,-1.9074983464129553,-0.23803285485395007
3006,1.1257530964730336,-0.3770708969272372
3007,-0.5815871104130088,2.279561284978265
3008,0.7187773976931061,-1.078132444951186
3009,-0.16042449248119717,0.6877725848675181
301,1.4925300281469256,1.050454271916826
3010,-0.1643816865892568,0.5219207302984342
3011,1.2473748477772095,0.9163169070928103
3012,1.0612083229747717,0.04842134932054811
3013,-1.9639121920608589,0.13854209505000775
3014,-0.24702103449741733,0.2150876551894758
3015,-1.5204473756028138,0.9852765299975781
3016,0.8255485417554348,-0.4625390355689984
3017,0.6585076827534908,-0.0032788156268206076
3018,0.9228242906609676,0.3500840713442204
3019,0.21692891621787455,-2.4092332985605824
302,1.08321745607282,-0.9329932072140441
3020,-1.345880371863907,0.44542740235373285
3021,-0.701000226847137,1.04570899939457
3022,-0.6627117888154944,0.1564847331938738
3023,-1.6704102989876801,0.23528201549432962
3024,-1.6840309657705177,1.7570445511685202
3025,-1.512198989456463,2.1284428989857576
3026,-0.8615273264660176,0.7025450099212763
3027,0.9817900774047252,-1.0847841768471203
3028,0.6687686130232281,-1.953636406888611
3029,0.3955349340540469,1.1068146203076854
303,-0.9193931054945508,1.2301414531161268
3030,1.1191752250618172,-0.526692715259887
3031,0.1683983666339007,1.2862849817816662
3032,-0.17735821983255523,-1.2041147917220765
3033,2.0772854083173797,-0.2676609834104538
3034,0.6327227929845418,1.2174332195466298
3035,-0.03861053536610128,-1.7924212400512218
3036,0.1422836695781208,0.19288661142954033
3037,0.33317722171256603,-0.18365459682339313
3038,-0.4325188980231215,-0.15370602171007472
3039,0.05911555822399681,-1.0704583807598211
304,0.35040391430740975,-0.44380707562151034
3040,0.8391977668128786,-0.28638319503457615
3041,-0.709309349693423,1.5277833073348202
3042,-2.2170094457428746,1.403070067177588
3043,-1.8818843757815558,-0.7784582769085457
3044,0.27455799395548247,2.1780620633003798
3045,-1.4324421656726432,-0.08489258672441186
3046,-0.15987028543484771,1.4950098498600126
3047,-1.3304326240905555,-0.5995217675789817
3048,-1.0069645210777007,0.2013999908715291
3049,-0.3769620987814361,1.866001910492483
305,0.34686594729392983,0.8832174682800831
3050,-0.43998678695592275,-1.9056087473517789
3051,-0.7777375831888356,-0.05068984923492622
3052,-0.5294841666620329,0.9224349050947614
3053,0.4413037549035001,-1.4280185095286888
3054,-1.0542216134610078,0.02083130291387194
3055,1.9532880115126974,-1.1611417271254045
3056,-1.2885682893087085,0.9407470147474385
3057,-0.5978691982495755,-0.3251025615213653
3058,1.344702698718176,-0.6904645510497188
3059,-1.127450857944446,-0.5724128439450846
306,-0.4734638206158795,0.7535959218920018
3060,-0.9134703865960357,-1.8158588183339368
3061,-0.4184743910639383,-0.9513122419662211
3062,-0.1901020330488481,0.19540950256797235
3063,-0.9800849582954221,-1.3318829796182732
3064,0.8305645486248348,0.7355043667888681
3065,-0.8250482512857478,1.1550805244366178
3066,0.22687525704116523,-0.6424118884714269
3067,-0.07113124460121402,0.1892676660716588
3068,-1.370226496565937,-0.21539278893626307
3069,1.6958039884799032,-1.5506036732004227
307,0.9902710568351141,1.1691575835700225
3070,-0.8367083959681307,-0.06764312983128856
3071,0.5480562038231892,-0.7828716735907293
3072,-0.5055006661011077,-0.3600016204346797
3073,0.07661829823819973,-1.8358242194226095
3074,0.7125072167242258,1.8196163335666984
3075,1.307857467534412,-1.9620089971758263
3076,-2.115836285289179,-1.0263771811698466
3077,0.5275411492652783,0.13570627649552094
3078,-0.07748055393045669,-0.10715592904508996
3079,-0.4227569101734941,0.2744884269903808
308,0.24654485021784786,0.9185396439481711
3080,1.0593683416615347,0.18707759896193427
3081,0.35138834746366604,0.6442664993989715
3082,-1.7716804758545495,0.0275924916178137
3083,-0.8174442083715922,-0.21065827662073475
3084,0.2969564330006359,-0.8599991970803421
3085,0.7779029050501166,0.7346680556007937
3086,-0.4386859705135241,-0.39043378146735874
3087,1.1253032731774786,0.9600616160171315
3088,-0.42549694321217946,0.3105809421453283
3089,0.7361156021063492,0.6065282259506336
309,0.24607941148756865,-0.5921931124605263
3090,1.4879039032987214,0.8119508423056578
3091,0.2904771745513846,0.9442574612961507
3092,-0.33617230653948327,-0.6567633489456655
3093,-0.13869895097873391,-0.7900177553395152
3094,1.0905567110519387,1.6242298734977583
3095,0.2353593573286396,0.6677639865671928
3096,-0.23435578337397842,-0.7037216251924286
3097,-1.1761950057729487,-0.9695574383824022
3098,0.24429884592674528,-1.5432415784801046
3099,-1.1596633878446376,0.6343575758808385
31,-0.34322336529707537,1.7179850990636991
310,1.1918559843720986,0.0725576473074091
3100,1.0470630752433738,0.4615319836238679
3101,0.7727100500258698,0.4423399381469323
3102,0.3429813053574793,1.1196653418280722
3103,2.5408159679491957,0.023059414997551837
3104,-0.1989105889740375,-0.7145589505008958
3105,0.3121182188648223,0.5410339767841729
3106,-1.1961129131909074,-0.9154568343238303
3107,-0.1338416173019572,-0.39122631344010167
3108,-0.582751244145369,0.18918385579767533
3109,0.3031905925107668,0.3781983464934879
311,-0.8910049898927482,-0.8243520067325677
3110,0.24629982209232906,2.0700293866645993
3111,-1.7236574612410134,0.8238062163193486
3112,-0.592563834402889,-1.2250971421738759
3113,1.3314190410245414,-0.855915557660636
3114,0.485158426196045,-0.5633193261114251
3115,0.8784659217297213,-0.9720030266210321
3116,0.15056450942685143,-0.5602756876417966
3117,-0.4394483876009072,-0.008210213416741722
3118,0.3660849761258037,0.31785579159847777
3119,0.06760812597268585,1.2061738806939757
312,2.148321096578764,-0.29986589014289844
3120,-0.30664560736555546,-0.7788544697961339
3121,0.045494714200386935,-0.48298410941755815
3122,1.1303880542191993,1.0720952217006667
3123,-0.8762846052731095,1.0250425154982676
3124,-0.8823493645175028,-1.5207843472092735
3125,-0.611438298852341,-0.017177817846109347
3126,1.4291649318938682,-0.4767155456026048
3127,-0.4498926922198281,-1.082638967370574
3128,0.6967112214953233,0.7870182353082112
3129,-0.13319197879240924,2.0219267978183466
313,0.2590003437457782,1.515615410676909
3130,-0.695677741031934,-0.5155797931829084
3131,-0.3227797018137684,-0.39925807696187937
3132,-0.42818717591087646,-0.3073743448752324
3133,0.8714638764142691,0.06877438483020261
3134,-1.2583696103942803,-1.7164057522482261
3135,0.3408818019100772,0.9730953444106131
3136,0.11611659159092677,0.9007709688260054
3137,0.744058586761282,0.4145899839434927
3138,-1.0011683395366053,0.2211353369139594
3139,1.3478595108420726,0.5551922726005651
314,1.2565006609865854,-0.4100357564849625
3140,0.11842895296070916,1.147129037180101
3141,2.2230673894668116,-0.7400212765083436
3142,-2.0233104650589913,0.10922108753154534
3143,2.2983841852355433,-0.9264800977933112
3144,-0.08016554376524014,-0.12587612242638663
3145,0.4701490998018736,1.2747290566726255
3146,-1.2893533270817519,-1.7387239963684722
3147,-1.173274745873046,1.745561515281442
3148,-0.4483927340492761,0.39851435596201945
3149,0.38461226340505206,-1.8234513157741892
315,0.23580551638410238,-0.08900173529144799
3150,0.1734798192295138,-1.0235035670130461
3151,1.7517510870466924,1.6072397263010825
3152,0.34435581742350097,-0.3974814844110784
3153,0.2768701123970613,-0.6938768594260204
3154,0.022861782154523804,-0.8169939341797983
3155,-1.7006573099088793,-0.673976775335236
3156,-1.21671319566212,-0.5922294206384359
3157,-1.6455860704474286,-0.33360362898857876
3158,-0.41618983087199146,1.2188685891587365
3159,-1.6787620810384067,-0.7274779069162188
316,-0.8353166570915562,0.41276969141280917
3160,-0.0324161103643731,-0.8626066197494
3161,-1.4539083737671807,0.11731997940992367
3162,0.6309901207542921,1.4964263227239532
3163,1.1339276560045763,1.0030671863077123
3164,-0.4306382451459328,0.4458086772022884
3165,-2.128960051189789,-0.055127402109525984
3166,0.2858407506254943,0.6790428705068097
3167,0.8193367703638589,0.21265201110216833
3168,-0.2753336344532747,-1.3491167944397209
3169,1.4366391442572974,1.3662561181239987
317,-0.5699688488879892,-1.5034865675858404
3170,0.8559205650233884,1.0765455902005951
3171,0.11852464877438641,-0.3327204835531496
3172,-0.645499493896663,-0.7472833857868946
3173,-0.3040990995873041,-0.11658471911720014
3174,1.3344113071828094,-0.8899609414480208
3175,0.013325342208326475,-0.27078626078972196
3176,0.28766630501983326,-0.6944863921194395
3177,-0.3891699361441059,1.7176509469202705
3178,-1.1384986943626372,-0.6623493445938482
3179,-0.17767307554733053,0.37964662442819636
318,-0.7538826916426122,0.32000735672694497
3180,-0.40973303314870674,0.915189276148723
3181,0.21122314688455418,0.29790863299923587
3182,-0.5970638908103046,0.3706025929648309
3183,-0.3535447619514794,0.09632916621374804
3184,1.2639601756346408,-0.49756730217014655
3185,-1.9695966223674788,1.2131258689119078
3186,-1.8088434211464268,-1.3590995425604095
3187,1.0480480409403004,-0.17926072784419664
3188,-0.9122149187279668,2.0359021809949986
3189,-0.32727247853498975,0.9499758485154361
319,1.185981604512643,1.5451788291137554
3190,1.0045871204802743,0.6531056395413704
3191,0.3422989257360041,-0.8098333264447612
3192,-0.32068773581967713,0.6483706699876474
3193,0.033336040857723716,-0.061190538101026856
3194,2.183026236672716,-0.6976166353043941
3195,1.2985191432889904,0.8408789946676472
3196,-1.581646240441283,1.7782939384329857
3197,1.465268487494557,-0.810283172597387
3198,-0.24464926386141467,0.7176045334561351
3199,0.21130563371341382,0.012168297607015805
32,0.5273746605979531,-0.02752082681848349
320,-0.5186300288820388,-0.9644730262861465
3200,-0.7959579723968367,-0.45065224842036783
3201,-0.43193860598484535,0.09574466867856994
3202,-0.3478312807010326,1.4656108908276018
3203,0.1423154032581729,1.073929334239795
3204,-0.6991954157238975,0.3286666740375132
3205,1.2719909214507026,0.19749459383159879
3206,-0.7026513996732984,-0.7206467282148549
3207,-0.7336251440038349,-0.9089073687005628
3208,1.2890990811168566,1.961432597219095
3209,0.08777343268951254,-1.420550609626835
321,-0.5292198189095249,0.2627505212954371
3210,-0.08443597105846283,0.8184958764853844
3211,1.0919921907730186,1.169223919617145
3212,1.2899024706216713,-2.6041269609059965
3213,-1.9728057212629322,1.1492232370910904
3214,-0.09722938051671019,0.8303998906469993
3215,-1.8928085975382227,-1.3864380031334784
3216,-0.35257567311556387,-0.6176078240888783
3217,-0.059653903697142,-1.1943985736993696
3218,0.34803658294415246,-0.5817650850975394
3219,-0.04893378868920571,1.2213414365686195
322,0.8993319497704014,-1.8124974506469422
3220,-0.6410556109963436,-0.040057289180659754
3221,0.7558372160389356,-0.008726695000632972
3222,1.6752102544666696,0.4975201953168285
3223,-1.5222090324258832,-0.012340526319618628
3224,-0.7241032151742457,-0.7119312513406462
3225,0.8577745948056023,-1.8188487348274984
3226,-0.600278891854912,1.9116327572995089
3227,-0.984470195980462,-0.14782039207531258
3228,-0.3015700760560236,0.006616475557728843
3229,0.05290704639351233,1.962283932443921
323,-0.7298525399899669,-1.5109856576523613
3230,0.15172785375647832,-0.459245992840063
3231,0.21839390184551513,-0.11689584552940321
3232,-0.24823966602313918,0.8479858067132491
3233,-1.006192820228945,-0.5903723803850685
3234,0.789460141883168,-0.3299682747173316
3235,-0.40176777187946744,0.7916310292001864
3236,-0.9548606565979716,-0.32090505612543707
3237,2.0499598009003472,1.7785076521760748
3238,-0.03567766225048909,-0.11531667198161759
3239,-2.1299847496914412,1.1306369289673812
324,0.21976050135901873,0.8682489630893463
3240,0.25915791603100136,-1.133956186045115
3241,0.968263837258939,0.15449094339028088
3242,0.45431059993247935,0.039633269032357636
3243,0.24897078916963086,-1.0648497402833874
3244,1.5894509298915072,1.1027098987599062
3245,-0.8763317651927484,-0.694165910220022
3246,0.09890901615431419,-2.2357926162190225
3247,1.7786141370483688,0.05991286528974553
3248,2.3901913897887965,-1.97498116310976
3249,-0.4258910968631437,0.4069863466036351
325,0.7319706642098098,-0.06263128925302208
3250,2.067750457872054,-0.4284918669741314
3251,0.8616746232425246,0.702994197377746
3252,2.2458002036959104,-0.3162134227656485
3253,0.2856815225941742,-0.46114544595111484
3254,0.06653398798892507,0.3358792556610521
3255,2.005968529175198,-0.23610623499950262
3256,-0.7580939633174758,-0.49938998132940987
3257,1.220208467723317,-1.5673981979596376
3258,1.6344569863428022,0.044977630209626515
3259,1.7809251037030982,0.5751265991451175
326,-0.40575861467366636,-0.004970819396624153
3260,-0.819575425732469,0.10117084024590454
3261,0.3204235624965345,1.2137486786632765
3262,-1.5878187639037633,1.2738342587720441
3263,-0.4521528983379979,-0.8597845100084279
3264,0.42806925784232724,0.5106355790450685
3265,-1.271176029263667,0.8931761787391946
3266,-0.18831459179405918,0.6924936326218785
3267,1.8168787425709947,0.627396797836312
3268,0.6804234187707133,-2.300971225050643
3269,1.0049976378878096,0.44403325680040406
327,-1.2807009536538474,-0.39214038764638437
3270,1.4725116623736343,-1.7859879496790014
3271,-0.23819009290012477,0.7424237668686331
3272,-0.46037425753417094,0.6463724506456411
3273,0.6520818271287678,-0.5223845657120993
3274,-2.6631414306442007,-0.9221113480502399
3275,1.1378621490416048,1.302393453930258
3276,-0.4332476057013924,0.32204406090452986
3277,-0.11647598128783153,1.0708666135966856
3278,0.3911352368642559,-0.782540759806294
3279,-0.40783895940914994,0.46462094563364836
328,-2.279541390345302,-0.4084325373188463
3280,0.19682060665302745,1.485495289238583
3281,0.4757474445448112,-1.2287444237965877
3282,1.0237469276231916,0.7108467019041915
3283,0.027345659247996104,0.8670081163926262
3284,0.24715324811347178,1.4430861831189004
3285,-1.9753241187430786,1.5903243761692674
3286,0.22783495765691672,1.6062748524682886
3287,1.3676040218790992,0.32358827731276274
3288,0.5903323772098782,-1.207830881697433
3289,-0.9650830279047583,1.0485706216342527
329,0.14783097028060452,0.7840288020361795
3290,-1.275574905089957,-0.9896115792766136
3291,-0.6435736112590715,-0.41855966912481235
3292,0.9511553246010691,0.3427794739390444
3293,0.8836849977364816,1.3160168020187026
3294,-3.1300216115472086,0.2798545664107123
3295,0.2064684549996221,-0.052280514094056596
3296,-0.25265854149068573,0.024031352256022608
3297,-1.0393738470025375,-0.12154499815353431
3298,0.20685196649752632,-1.0029644040727286
3299,1.2546607610428175,-0.37560931327832764
33,-3.254342932524214,0.32563570401249997
330,0.09180717207158567,-0.7473441171681147
3300,0.19075795087458397,-0.9571614707986676
3301,-0.0702413624735898,-1.5902050528004394
3302,-0.13598374663241952,0.22377108849434751
3303,-0.5444598400128926,1.073280180053101
3304,0.352549648947023,1.0462017600620035
3305,-1.2739405905475503,0.6804368750049525
3306,-0.5778655427848263,0.6388326953808082
3307,0.5235797757547749,-1.1395153399430575
3308,0.030178517500612487,-0.41542797544929383
3309,-0.9414441580650973,-0.3901090892947663
331,-0.68937306446327,1.1796274113390846
3310,-0.9261426747392768,0.44840037102454694
3311,0.5704474258720036,0.238626763297679
3312,-0.43869178327137376,0.4416715599637847
3313,0.6423815691961448,0.07925224570136101
3314,-0.9197944726886202,0.9584432579601962
3315,-1.6456388603601404,1.1069854887768353
3316,0.3600435170468045,0.20757218222244542
3317,-0.07278588704546851,0.6051495091464556
3318,0.7867419771219413,0.1720359050267524
3319,0.36566232903663226,-0.24285579991236728
332,0.7398642337578212,-0.21337757095914164
3320,-0.1136860171004063,-2.1775641172630795
3321,0.5612070982176112,-0.4902303399028137
3322,-0.382244988131589,-0.03869955722226449
3323,0.5425453661319142,0.4265734410653264
3324,0.6261994759277343,-1.4365791610772691
3325,-1.2231822605450273,0.7674799559921676
3326,-0.3152819468935479,-0.9908894761596552
3327,0.2430896806253912,0.08796168424603307
3328,1.0210329589714842,0.3874395815949155
3329,0.43435772986751187,-0.31923767022407545
333,-0.7285915497285841,0.7072969664958213
3330,-0.9379812225507643,-0.48909932131628847
3331,-0.424037615018894,-0.9696480082944378
3332,0.1085308073793714,-0.11450302056430955
3333,-1.0709596705700382,0.47770429269392656
3334,-1.5524113844593694,0.9508312004534987
3335,0.727192806114065,-1.0218611453397857
3336,-0.10367060454259085,0.956223130239843
3337,0.2730231315836485,0.2435846639512565
3338,-0.7202548712455145,0.7337853946278282
3339,-0.002093232334147982,-0.39897726144399304
334,-2.620878156842596,-0.4804113871256392
3340,-0.465380336558717,-0.21277582437779421
3341,-0.4518347993246118,0.0030203364132908154
3342,-0.5716995148122728,0.47186888906711627
3343,0.12870375965345437,0.8038379932788732
3344,0.8484122372891205,-1.3716394163433614
3345,0.5753328321864434,-0.46279806131498213
3346,0.3889018894385147,-0.807753340341226
3347,-1.1731989267153038,-2.6511822460484593
3348,0.4545797493691109,-1.0199055442197345
3349,1.0006029165608894,-0.19369123392004364
335,1.3931341208574939,0.5138290910633738
3350,0.75270796789777,0.34648591864084116
3351,-0.391561458788063,0.9733045591184007
3352,-0.09281912894275471,-0.8009522744083292
3353,0.18708530614758934,0.06513473347611655
3354,1.6591248222625257,-1.4899147472829715
3355,0.1518450043912147,-0.15253352050577018
3356,-0.8948187889563164,0.7692241149945862
3357,-0.7784061492380137,0.08865043113797183
3358,1.6287489456559148,-0.4989362560235095
3359,-0.9976750355902336,-0.41207531752369875
336,-1.724972965814325,-0.26783753960416296
3360,0.18193288371796118,0.8755902288113039
3361,0.012996356494998983,-0.12689394825686484
3362,-1.7652272407884986,-0.9685984268316862
3363,1.065665446422492,1.34782553108424
3364,0.6062855719721021,-1.0844473305305868
3365,-1.2791614097224513,-1.3794164800058788
3366,1.2036476926130208,2.112228288847539
